benchmark,predictor,budget_label,budget_entries,mode,instructions,ipc,fwd_dir_rate,rev_dir_rate,fwd_addr_rate,rev_addr_rate,tage_fwd_tag_matches,sc_fwd_inversions,loop_fwd_hits,loop_rev_hits
perl,tagesc,16KB,16384,frmt,10000001,1.0801,0.9516,0.9696,0.9077,0.9293,757382,51455,84126,81519
perl,tagesc,16KB,16384,twin,10000001,1.1009,0.9688,0.9791,0.9249,0.9389,518850,9050,84896,84971
perl,tagesc,32KB,32768,frmt,10000001,1.0957,0.9628,0.9824,0.9189,0.9422,684121,28105,98729,95554
perl,tagesc,32KB,32768,twin,10000001,1.1011,0.9688,0.9847,0.9249,0.9445,487009,10647,98865,98736
perl,tagesc,64KB,65536,frmt,10000001,1.0923,0.9611,0.9893,0.9172,0.9490,653453,35127,123158,119099
perl,tagesc,64KB,65536,twin,10000001,1.1000,0.9681,0.9896,0.9242,0.9494,484150,11882,123276,123165
perl,tagesc,128KB,131072,frmt,10000001,1.0982,0.9671,0.9920,0.9232,0.9518,639120,27510,123421,118679
perl,tagesc,128KB,131072,twin,10000001,1.1009,0.9685,0.9922,0.9246,0.9519,469545,13173,123540,123428
perl,tagesc,256KB,262144,frmt,10000001,1.1015,0.9689,0.9932,0.9250,0.9530,600910,12672,126537,126544
perl,tagesc,256KB,262144,twin,10000001,1.1000,0.9681,0.9933,0.9242,0.9531,459661,14512,126623,126516
perl,tagesc,512KB,524288,frmt,10000001,1.1002,0.9682,0.9945,0.9243,0.9543,613408,13344,126509,126512
perl,tagesc,512KB,524288,twin,10000001,1.1010,0.9684,0.9946,0.9246,0.9543,444125,13993,126651,126544
perl,tagesc,1MB,1048576,frmt,10000001,1.1015,0.9688,0.9958,0.9249,0.9555,623565,14155,126345,126345
perl,tagesc,1MB,1048576,twin,10000001,1.0999,0.9680,0.9957,0.9241,0.9555,437760,17644,126429,126322
perl,tscl,16KB,16384,frmt,10000001,1.0802,0.9518,0.9694,0.9079,0.9291,878758,58296,83451,80844
perl,tscl,16KB,16384,twin,10000001,1.1027,0.9696,0.9791,0.9257,0.9389,569156,10657,83397,83524
perl,tscl,32KB,32768,frmt,10000001,1.0994,0.9647,0.9822,0.9208,0.9420,755330,36883,97228,94053
perl,tscl,32KB,32768,twin,10000001,1.1052,0.9710,0.9847,0.9271,0.9445,498441,11183,97365,97288
perl,tscl,64KB,65536,frmt,10000001,1.0954,0.9626,0.9872,0.9187,0.9469,740996,41160,121922,117863
perl,tscl,64KB,65536,twin,10000001,1.1043,0.9704,0.9896,0.9265,0.9494,495059,12028,122040,121981
perl,tscl,128KB,131072,frmt,10000001,1.1010,0.9685,0.9911,0.9246,0.9509,740184,26432,122176,117434
perl,tscl,128KB,131072,twin,10000001,1.1051,0.9707,0.9922,0.9268,0.9519,477434,12972,122295,122235
perl,tscl,256KB,262144,frmt,10000001,1.1041,0.9702,0.9931,0.9263,0.9528,716939,13108,125253,125260
perl,tscl,256KB,262144,twin,10000001,1.1042,0.9704,0.9933,0.9265,0.9531,467551,13942,125367,125312
perl,tscl,512KB,524288,frmt,10000001,1.1042,0.9702,0.9944,0.9263,0.9542,701260,13951,125253,125256
perl,tscl,512KB,524288,twin,10000001,1.1051,0.9706,0.9946,0.9267,0.9543,455243,14003,125367,125312
perl,tscl,1MB,1048576,frmt,10000001,1.1043,0.9703,0.9958,0.9264,0.9555,718586,14758,125253,125253
perl,tscl,1MB,1048576,twin,10000001,1.1041,0.9702,0.9957,0.9263,0.9555,442047,90557,125367,125312
