bench,bpred,size,frmt,metric,value
gcc,tscl,1MB,0,reverse_retstack_pops,121396
gcc,tscl,1MB,0,reverse_used_ras.PP,121385
gcc,tscl,1MB,0,reverse_ras_hits.PP,121385
gcc,tscl,1MB,0,reverse_ras_rate.PP,1.0000
gcc,tscl,256KB,1,lookups,2412247
gcc,tscl,256KB,1,updates,2060457
gcc,tscl,256KB,1,addr_hits,1859771
gcc,tscl,256KB,1,dir_hits,1922268
gcc,tscl,256KB,1,misses,138189
gcc,tscl,256KB,1,jr_hits,134495
gcc,tscl,256KB,1,jr_seen,174461
gcc,tscl,256KB,1,jr_non_ras_hits.PP,17126
gcc,tscl,256KB,1,jr_non_ras_seen.PP,53076
gcc,tscl,256KB,1,bpred_addr_rate,0.9026
gcc,tscl,256KB,1,bpred_dir_rate,0.9329
gcc,tscl,256KB,1,bpred_jr_rate,0.7709
gcc,tscl,256KB,1,bpred_jr_non_ras_rate.PP,0.3227
gcc,tscl,256KB,1,retstack_pushes,148561
gcc,tscl,256KB,1,retstack_pops,133917
gcc,tscl,256KB,1,used_ras.PP,121385
gcc,tscl,256KB,1,ras_hits.PP,117369
gcc,tscl,256KB,1,ras_rate.PP,0.9669
gcc,tscl,256KB,1,reverse_lookups,2060457
gcc,tscl,256KB,1,reverse_updates,2060457
gcc,tscl,256KB,1,reverse_addr_hits,1878756
gcc,tscl,256KB,1,reverse_dir_hits,1938621
gcc,tscl,256KB,1,reverse_misses,121836
gcc,tscl,256KB,1,reverse_jr_hits,138533
gcc,tscl,256KB,1,reverse_jr_seen,174461
gcc,tscl,256KB,1,reverse_jr_non_ras_hits.PP,17148
gcc,tscl,256KB,1,reverse_jr_non_ras_seen.PP,53076
gcc,tscl,256KB,1,reverse_bpred_addr_rate,0.9118
gcc,tscl,256KB,1,reverse_bpred_dir_rate,0.9409
gcc,tscl,256KB,1,reverse_bpred_jr_rate,0.7941
gcc,tscl,256KB,1,reverse_bpred_jr_non_ras_rate.PP,0.3231
gcc,tscl,256KB,1,reverse_retstack_pushes,121385
gcc,tscl,256KB,1,reverse_retstack_pops,121396
