benchmark,predictor,budget_label,budget_entries,mode,instructions,ipc,fwd_dir_rate,rev_dir_rate,fwd_addr_rate,rev_addr_rate,tage_fwd_tag_matches,sc_fwd_inversions,loop_fwd_hits,loop_rev_hits
go,tscl,256KB,262144,frmt,10000002,1.3387,0.9109,0.9587,0.9071,0.9557,1249871,76596,232715,222362
go,tscl,256KB,262144,twin,10000002,1.3363,0.9106,0.9434,0.9068,0.9403,1049794,44599,232517,232650
go,tscl,512KB,524288,frmt,10000002,1.3393,0.9114,0.9724,0.9077,0.9693,1220650,74165,243753,242062
go,tscl,512KB,524288,twin,10000002,1.3408,0.9120,0.9609,0.9082,0.9578,956698,51525,243784,243907
go,tscl,1MB,1048576,frmt,10000002,1.3358,0.9099,0.9843,0.9062,0.9812,1209601,65056,303441,303045
go,tscl,1MB,1048576,twin,10000002,1.3355,0.9096,0.9733,0.9059,0.9701,884344,59341,304670,304770
ijpeg,bimod,16KB,16384,frmt,10000000,2.6736,0.9998,0.9997,0.9997,0.9997,0,0,0,0
ijpeg,bimod,16KB,16384,twin,10000000,2.6736,0.9998,0.9998,0.9997,0.9998,,,,
ijpeg,bimod,32KB,32768,frmt,10000000,2.6736,0.9998,0.9997,0.9997,0.9997,0,0,0,0
ijpeg,bimod,32KB,32768,twin,10000000,2.6736,0.9998,0.9998,0.9997,0.9998,,,,
ijpeg,bimod,64KB,65536,frmt,10000000,2.6736,0.9998,0.9997,0.9997,0.9997,0,0,0,0
ijpeg,bimod,64KB,65536,twin,10000000,2.6736,0.9998,0.9998,0.9997,0.9998,,,,
ijpeg,bimod,128KB,131072,frmt,10000000,2.6736,0.9998,0.9997,0.9997,0.9997,0,0,0,0
ijpeg,bimod,128KB,131072,twin,10000000,2.6736,0.9998,0.9998,0.9997,0.9998,,,,
ijpeg,bimod,256KB,262144,frmt,10000000,2.6736,0.9998,0.9998,0.9997,0.9998,0,0,0,0
ijpeg,bimod,256KB,262144,twin,10000000,2.6736,0.9998,0.9998,0.9997,0.9998,,,,
ijpeg,bimod,512KB,524288,frmt,10000000,2.6736,0.9998,0.9998,0.9997,0.9998,0,0,0,0
ijpeg,bimod,512KB,524288,twin,10000000,2.6736,0.9998,0.9998,0.9997,0.9998,,,,
ijpeg,bimod,1MB,1048576,frmt,10000000,2.6736,0.9998,0.9998,0.9997,0.9998,0,0,0,0
ijpeg,bimod,1MB,1048576,twin,10000000,2.6736,0.9998,0.9998,0.9997,0.9998,,,,
ijpeg,gshare,16KB,16384,frmt,10000000,2.6733,0.9997,0.9999,0.9996,0.9999,0,0,0,0
ijpeg,gshare,16KB,16384,twin,10000001,2.5441,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,gshare,32KB,32768,frmt,10000000,2.6733,0.9997,0.9999,0.9996,0.9999,0,0,0,0
ijpeg,gshare,32KB,32768,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,gshare,64KB,65536,frmt,10000000,2.6733,0.9997,0.9999,0.9996,0.9999,0,0,0,0
ijpeg,gshare,64KB,65536,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,gshare,128KB,131072,frmt,10000000,2.6732,0.9997,0.9999,0.9996,0.9999,0,0,0,0
ijpeg,gshare,128KB,131072,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,gshare,256KB,262144,frmt,10000000,2.6732,0.9997,0.9999,0.9996,0.9999,0,0,0,0
ijpeg,gshare,256KB,262144,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,gshare,512KB,524288,frmt,10000000,2.6732,0.9997,0.9999,0.9996,0.9999,0,0,0,0
ijpeg,gshare,512KB,524288,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,gshare,1MB,1048576,frmt,10000000,2.6731,0.9997,0.9999,0.9996,0.9999,0,0,0,0
ijpeg,gshare,1MB,1048576,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,inorder,0KB,0,twin,10000001,0.9012,0.9999,0.9999,0.9998,0.9999,,,,
ijpeg,mbp,16KB,16384,frmt,10000000,2.6733,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,mbp,16KB,16384,twin,10000001,2.5441,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,mbp,32KB,32768,frmt,10000000,2.6733,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,mbp,32KB,32768,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,mbp,64KB,65536,frmt,10000000,2.6733,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,mbp,64KB,65536,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,mbp,128KB,131072,frmt,10000000,2.6732,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,mbp,128KB,131072,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,mbp,256KB,262144,frmt,10000000,2.6732,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,mbp,256KB,262144,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,mbp,512KB,524288,frmt,10000000,2.6732,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,mbp,512KB,524288,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,mbp,1MB,1048576,frmt,10000000,2.6731,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,mbp,1MB,1048576,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,ob,16KB,16384,frmt,10000000,2.6733,0.9997,0.9999,0.9996,0.9999,0,0,0,0
ijpeg,ob,16KB,16384,twin,10000001,2.5441,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,ob,32KB,32768,frmt,10000000,2.6733,0.9997,0.9999,0.9996,0.9999,0,0,0,0
ijpeg,ob,32KB,32768,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,ob,64KB,65536,frmt,10000000,2.6733,0.9997,0.9999,0.9996,0.9999,0,0,0,0
ijpeg,ob,64KB,65536,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,ob,128KB,131072,frmt,10000000,2.6732,0.9997,0.9999,0.9996,0.9999,0,0,0,0
ijpeg,ob,128KB,131072,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,ob,256KB,262144,frmt,10000000,2.6732,0.9997,0.9999,0.9996,0.9999,0,0,0,0
ijpeg,ob,256KB,262144,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,ob,512KB,524288,frmt,10000000,2.6732,0.9997,0.9999,0.9996,0.9999,0,0,0,0
ijpeg,ob,512KB,524288,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,ob,1MB,1048576,frmt,10000000,2.6731,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,ob,1MB,1048576,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,oht,16KB,16384,frmt,10000000,2.6733,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,oht,16KB,16384,twin,10000001,2.5441,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,oht,32KB,32768,frmt,10000000,2.6733,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,oht,32KB,32768,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,oht,64KB,65536,frmt,10000000,2.6733,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,oht,64KB,65536,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,oht,128KB,131072,frmt,10000000,2.6732,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,oht,128KB,131072,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,oht,256KB,262144,frmt,10000000,2.6732,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,oht,256KB,262144,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,oht,512KB,524288,frmt,10000000,2.6732,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,oht,512KB,524288,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,oht,1MB,1048576,frmt,10000000,2.6731,0.9997,1.0000,0.9996,1.0000,0,0,0,0
ijpeg,oht,1MB,1048576,twin,10000001,2.5440,0.9998,1.0000,0.9998,1.0000,,,,
ijpeg,tscl,16KB,16384,frmt,10000000,2.6724,0.9996,0.9999,0.9995,0.9999,286059,201,267529,267529
ijpeg,tscl,16KB,16384,twin,10000000,2.6727,0.9997,1.0000,0.9996,1.0000,285349,1213,267529,267526
ijpeg,tscl,32KB,32768,frmt,10000000,2.6724,0.9996,0.9999,0.9995,0.9999,570088,201,267529,267529
ijpeg,tscl,32KB,32768,twin,10000000,2.6727,0.9997,1.0000,0.9996,1.0000,285344,1213,267529,267526
ijpeg,tscl,64KB,65536,frmt,10000000,2.6724,0.9996,0.9999,0.9995,0.9999,710453,339,267529,267529
ijpeg,tscl,64KB,65536,twin,10000000,2.6727,0.9997,1.0000,0.9996,1.0000,285344,1213,267529,267526
ijpeg,tscl,128KB,131072,frmt,10000000,2.6724,0.9996,0.9999,0.9995,0.9999,428200,205,267529,267529
ijpeg,tscl,128KB,131072,twin,10000000,2.6727,0.9997,1.0000,0.9996,1.0000,285344,1213,267529,267526
ijpeg,tscl,256KB,262144,frmt,10000000,2.6726,0.9997,1.0000,0.9996,1.0000,569963,102,267529,267529
ijpeg,tscl,256KB,262144,twin,10000000,2.6727,0.9997,1.0000,0.9996,1.0000,285344,1213,267529,267526
ijpeg,tscl,512KB,524288,frmt,10000000,2.6726,0.9997,1.0000,0.9996,1.0000,569963,103,267529,267529
ijpeg,tscl,512KB,524288,twin,10000000,2.6727,0.9997,1.0000,0.9996,1.0000,285344,1213,267529,267526
ijpeg,tscl,1MB,1048576,frmt,10000000,2.6726,0.9997,1.0000,0.9996,1.0000,569963,103,267529,267529
ijpeg,tscl,1MB,1048576,twin,10000000,2.6727,0.9997,1.0000,0.9996,1.0000,285344,1213,267529,267526
li,bimod,16KB,16384,frmt,10000001,1.5878,0.9311,0.9242,0.9072,0.9189,0,0,0,0
li,bimod,16KB,16384,twin,10000001,1.5878,0.9311,0.9299,0.9072,0.9246,,,,
li,bimod,32KB,32768,frmt,10000001,1.5878,0.9311,0.9289,0.9072,0.9236,0,0,0,0
li,bimod,32KB,32768,twin,10000001,1.5878,0.9311,0.9299,0.9072,0.9246,,,,
li,bimod,64KB,65536,frmt,10000001,1.5878,0.9311,0.9299,0.9072,0.9245,0,0,0,0
li,bimod,64KB,65536,twin,10000001,1.5878,0.9311,0.9299,0.9072,0.9246,,,,
li,bimod,128KB,131072,frmt,10000001,1.5878,0.9311,0.9299,0.9072,0.9246,0,0,0,0
li,bimod,128KB,131072,twin,10000001,1.5878,0.9311,0.9299,0.9072,0.9246,,,,
li,bimod,256KB,262144,frmt,10000001,1.5878,0.9311,0.9299,0.9072,0.9246,0,0,0,0
li,bimod,256KB,262144,twin,10000001,1.5878,0.9311,0.9299,0.9072,0.9246,,,,
li,bimod,512KB,524288,frmt,10000001,1.5878,0.9311,0.9299,0.9072,0.9246,0,0,0,0
li,bimod,512KB,524288,twin,10000001,1.5878,0.9311,0.9299,0.9072,0.9246,,,,
li,bimod,1MB,1048576,frmt,10000001,1.5878,0.9311,0.9299,0.9072,0.9246,0,0,0,0
li,bimod,1MB,1048576,twin,10000001,1.5878,0.9311,0.9299,0.9072,0.9246,,,,
li,gshare,16KB,16384,frmt,10000001,1.7574,0.9614,0.9891,0.9469,0.9838,0,0,0,0
li,gshare,16KB,16384,twin,10000000,1.7565,0.9614,0.9909,0.9469,0.9855,,,,
li,gshare,32KB,32768,frmt,10000001,1.7645,0.9627,0.9896,0.9485,0.9843,0,0,0,0
li,gshare,32KB,32768,twin,10000000,1.7635,0.9627,0.9915,0.9485,0.9862,,,,
li,gshare,64KB,65536,frmt,10000001,1.7772,0.9651,0.9900,0.9512,0.9846,0,0,0,0
li,gshare,64KB,65536,twin,10000000,1.7762,0.9651,0.9921,0.9512,0.9867,,,,
li,gshare,128KB,131072,frmt,10000001,1.7801,0.9657,0.9909,0.9517,0.9855,0,0,0,0
li,gshare,128KB,131072,twin,10000000,1.7792,0.9657,0.9931,0.9517,0.9878,,,,
li,gshare,256KB,262144,frmt,10000001,1.7816,0.9661,0.9911,0.9519,0.9858,0,0,0,0
li,gshare,256KB,262144,twin,10000000,1.7806,0.9661,0.9936,0.9519,0.9882,,,,
li,gshare,512KB,524288,frmt,10000001,1.7836,0.9666,0.9907,0.9525,0.9854,0,0,0,0
li,gshare,512KB,524288,twin,10000000,1.7826,0.9666,0.9934,0.9525,0.9880,,,,
li,gshare,1MB,1048576,frmt,10000001,1.7885,0.9671,0.9911,0.9530,0.9858,0,0,0,0
li,gshare,1MB,1048576,twin,10000000,1.7876,0.9671,0.9940,0.9530,0.9887,,,,
li,inorder,0KB,0,twin,10000000,0.7680,0.9311,0.9299,0.9194,0.9245,,,,
li,mbp,16KB,16384,frmt,10000001,1.7574,0.9614,0.9901,0.9469,0.9848,0,0,0,0
li,mbp,16KB,16384,twin,10000000,1.7565,0.9614,0.9909,0.9469,0.9856,,,,
li,mbp,32KB,32768,frmt,10000001,1.7645,0.9627,0.9910,0.9485,0.9857,0,0,0,0
li,mbp,32KB,32768,twin,10000000,1.7635,0.9627,0.9915,0.9485,0.9862,,,,
li,mbp,64KB,65536,frmt,10000001,1.7772,0.9651,0.9918,0.9512,0.9865,0,0,0,0
li,mbp,64KB,65536,twin,10000000,1.7762,0.9651,0.9921,0.9512,0.9868,,,,
li,mbp,128KB,131072,frmt,10000001,1.7801,0.9657,0.9934,0.9517,0.9881,0,0,0,0
li,mbp,128KB,131072,twin,10000000,1.7792,0.9657,0.9932,0.9517,0.9879,,,,
li,mbp,256KB,262144,frmt,10000001,1.7816,0.9661,0.9941,0.9519,0.9888,0,0,0,0
li,mbp,256KB,262144,twin,10000000,1.7806,0.9661,0.9936,0.9519,0.9883,,,,
li,mbp,512KB,524288,frmt,10000001,1.7836,0.9666,0.9950,0.9525,0.9897,0,0,0,0
li,mbp,512KB,524288,twin,10000000,1.7826,0.9666,0.9934,0.9525,0.9881,,,,
li,mbp,1MB,1048576,frmt,10000001,1.7885,0.9671,0.9966,0.9530,0.9913,0,0,0,0
li,mbp,1MB,1048576,twin,10000000,1.7876,0.9671,0.9941,0.9530,0.9887,,,,
li,ob,16KB,16384,frmt,10000001,1.7574,0.9614,0.9894,0.9469,0.9841,0,0,0,0
li,ob,16KB,16384,twin,10000000,1.7565,0.9614,0.9909,0.9469,0.9856,,,,
li,ob,32KB,32768,frmt,10000001,1.7645,0.9627,0.9900,0.9485,0.9847,0,0,0,0
li,ob,32KB,32768,twin,10000000,1.7635,0.9627,0.9915,0.9485,0.9862,,,,
li,ob,64KB,65536,frmt,10000001,1.7772,0.9651,0.9905,0.9512,0.9852,0,0,0,0
li,ob,64KB,65536,twin,10000000,1.7762,0.9651,0.9921,0.9512,0.9868,,,,
li,ob,128KB,131072,frmt,10000001,1.7801,0.9657,0.9921,0.9517,0.9868,0,0,0,0
li,ob,128KB,131072,twin,10000000,1.7792,0.9657,0.9932,0.9517,0.9878,,,,
li,ob,256KB,262144,frmt,10000001,1.7816,0.9661,0.9928,0.9519,0.9875,0,0,0,0
li,ob,256KB,262144,twin,10000000,1.7806,0.9661,0.9936,0.9519,0.9883,,,,
li,ob,512KB,524288,frmt,10000001,1.7836,0.9666,0.9938,0.9525,0.9884,0,0,0,0
li,ob,512KB,524288,twin,10000000,1.7826,0.9666,0.9934,0.9525,0.9881,,,,
li,ob,1MB,1048576,frmt,10000001,1.7885,0.9671,0.9958,0.9530,0.9905,0,0,0,0
li,ob,1MB,1048576,twin,10000000,1.7876,0.9671,0.9941,0.9530,0.9887,,,,
li,oht,16KB,16384,frmt,10000001,1.7574,0.9614,0.9899,0.9469,0.9846,0,0,0,0
li,oht,16KB,16384,twin,10000000,1.7565,0.9614,0.9909,0.9469,0.9856,,,,
li,oht,32KB,32768,frmt,10000001,1.7645,0.9627,0.9908,0.9485,0.9855,0,0,0,0
li,oht,32KB,32768,twin,10000000,1.7635,0.9627,0.9915,0.9485,0.9862,,,,
li,oht,64KB,65536,frmt,10000001,1.7772,0.9651,0.9916,0.9512,0.9863,0,0,0,0
li,oht,64KB,65536,twin,10000000,1.7762,0.9651,0.9921,0.9512,0.9868,,,,
li,oht,128KB,131072,frmt,10000001,1.7801,0.9657,0.9928,0.9517,0.9875,0,0,0,0
li,oht,128KB,131072,twin,10000000,1.7792,0.9657,0.9932,0.9517,0.9878,,,,
li,oht,256KB,262144,frmt,10000001,1.7816,0.9661,0.9933,0.9519,0.9879,0,0,0,0
li,oht,256KB,262144,twin,10000000,1.7806,0.9661,0.9936,0.9519,0.9883,,,,
li,oht,512KB,524288,frmt,10000001,1.7836,0.9666,0.9931,0.9525,0.9878,0,0,0,0
li,oht,512KB,524288,twin,10000000,1.7826,0.9666,0.9934,0.9525,0.9881,,,,
li,oht,1MB,1048576,frmt,10000001,1.7885,0.9671,0.9938,0.9530,0.9885,0,0,0,0
li,oht,1MB,1048576,twin,10000000,1.7876,0.9671,0.9940,0.9530,0.9887,,,,
li,tscl,16KB,16384,frmt,10000001,1.6269,0.9347,0.9578,0.9166,0.9524,981486,36756,137763,137727
li,tscl,16KB,16384,twin,10000001,1.6084,0.9303,0.9507,0.9124,0.9454,771333,38839,136643,138502
li,tscl,32KB,32768,frmt,10000001,1.6227,0.9341,0.9744,0.9162,0.9691,866210,38127,144878,144875
li,tscl,32KB,32768,twin,10000001,1.6063,0.9298,0.9707,0.9118,0.9654,724945,39918,143834,145688
li,tscl,64KB,65536,frmt,10000001,1.6289,0.9359,0.9821,0.9178,0.9767,917888,27798,144801,144802
li,tscl,64KB,65536,twin,10000001,1.6046,0.9295,0.9768,0.9114,0.9714,707226,41449,143767,145621
li,tscl,128KB,131072,frmt,10000001,1.6233,0.9348,0.9866,0.9167,0.9813,875715,29766,144822,144822
li,tscl,128KB,131072,twin,10000001,1.6045,0.9300,0.9861,0.9118,0.9807,634155,68101,143787,145641
li,tscl,256KB,262144,frmt,10000001,1.6238,0.9349,0.9908,0.9167,0.9855,853833,33510,144929,144929
li,tscl,256KB,262144,twin,10000001,1.6186,0.9301,0.9906,0.9119,0.9853,622971,72033,143893,145746
li,tscl,512KB,524288,frmt,10000001,1.6184,0.9341,0.9930,0.9159,0.9876,847858,32190,144935,144935
li,tscl,512KB,524288,twin,10000001,1.6180,0.9337,0.9930,0.9155,0.9877,562639,47272,143896,145749
li,tscl,1MB,1048576,frmt,10000001,1.6179,0.9345,0.9960,0.9162,0.9907,836459,33299,145061,145061
li,tscl,1MB,1048576,twin,10000001,1.6124,0.9295,0.9960,0.9110,0.9907,579920,44202,144020,145873
perl,bimod,16KB,16384,frmt,10000000,1.0933,0.9608,0.9431,0.9170,0.9029,0,0,0,0
perl,bimod,16KB,16384,twin,10000003,1.0933,0.9608,0.9621,0.9170,0.9219,,,,
perl,bimod,32KB,32768,frmt,10000000,1.0933,0.9609,0.9558,0.9170,0.9156,0,0,0,0
perl,bimod,32KB,32768,twin,10000003,1.0933,0.9609,0.9621,0.9170,0.9219,,,,
perl,bimod,64KB,65536,frmt,10000000,1.0933,0.9609,0.9561,0.9170,0.9159,0,0,0,0
perl,bimod,64KB,65536,twin,10000003,1.0933,0.9609,0.9621,0.9170,0.9219,,,,
perl,bimod,128KB,131072,frmt,10000000,1.0933,0.9609,0.9599,0.9170,0.9196,0,0,0,0
perl,bimod,128KB,131072,twin,10000003,1.0933,0.9609,0.9621,0.9170,0.9219,,,,
perl,bimod,256KB,262144,frmt,10000000,1.0933,0.9609,0.9620,0.9170,0.9218,0,0,0,0
perl,bimod,256KB,262144,twin,10000003,1.0933,0.9609,0.9621,0.9170,0.9219,,,,
perl,bimod,512KB,524288,frmt,10000000,1.0933,0.9609,0.9621,0.9170,0.9219,0,0,0,0
perl,bimod,512KB,524288,twin,10000003,1.0933,0.9609,0.9621,0.9170,0.9219,,,,
perl,bimod,1MB,1048576,frmt,10000000,1.0933,0.9609,0.9621,0.9170,0.9219,0,0,0,0
perl,bimod,1MB,1048576,twin,10000003,1.0933,0.9609,0.9621,0.9170,0.9219,,,,
perl,gshare,16KB,16384,frmt,10000000,1.1143,0.9782,0.9881,0.9343,0.9479,0,0,0,0
perl,gshare,16KB,16384,twin,10000000,1.1142,0.9783,0.9883,0.9343,0.9481,,,,
perl,gshare,32KB,32768,frmt,10000000,1.1168,0.9797,0.9898,0.9357,0.9496,0,0,0,0
perl,gshare,32KB,32768,twin,10000000,1.1167,0.9797,0.9920,0.9357,0.9517,,,,
perl,gshare,64KB,65536,frmt,10000000,1.1171,0.9806,0.9921,0.9367,0.9518,0,0,0,0
perl,gshare,64KB,65536,twin,10000000,1.1170,0.9806,0.9948,0.9367,0.9545,,,,
perl,gshare,128KB,131072,frmt,10000000,1.1177,0.9811,0.9923,0.9372,0.9521,0,0,0,0
perl,gshare,128KB,131072,twin,10000000,1.1176,0.9811,0.9954,0.9372,0.9552,,,,
perl,gshare,256KB,262144,frmt,10000000,1.1176,0.9811,0.9921,0.9372,0.9519,0,0,0,0
perl,gshare,256KB,262144,twin,10000000,1.1175,0.9811,0.9956,0.9372,0.9553,,,,
perl,gshare,512KB,524288,frmt,10000000,1.1184,0.9812,0.9914,0.9372,0.9512,0,0,0,0
perl,gshare,512KB,524288,twin,10000000,1.1183,0.9812,0.9951,0.9372,0.9548,,,,
perl,gshare,1MB,1048576,frmt,10000000,1.1182,0.9811,0.9916,0.9371,0.9514,0,0,0,0
perl,gshare,1MB,1048576,twin,10000000,1.1181,0.9811,0.9954,0.9372,0.9551,,,,
perl,inorder,0KB,0,twin,10000000,0.6410,0.9557,0.9553,0.9126,0.9151,,,,
perl,mbp,16KB,16384,frmt,10000000,1.1143,0.9782,0.9892,0.9343,0.9489,0,0,0,0
perl,mbp,16KB,16384,twin,10000000,1.1142,0.9783,0.9884,0.9343,0.9482,,,,
perl,mbp,32KB,32768,frmt,10000000,1.1168,0.9797,0.9915,0.9357,0.9513,0,0,0,0
perl,mbp,32KB,32768,twin,10000000,1.1167,0.9797,0.9921,0.9357,0.9518,,,,
perl,mbp,64KB,65536,frmt,10000000,1.1171,0.9806,0.9943,0.9367,0.9541,0,0,0,0
perl,mbp,64KB,65536,twin,10000000,1.1170,0.9806,0.9948,0.9367,0.9546,,,,
perl,mbp,128KB,131072,frmt,10000000,1.1177,0.9811,0.9951,0.9372,0.9549,0,0,0,0
perl,mbp,128KB,131072,twin,10000000,1.1176,0.9811,0.9954,0.9372,0.9552,,,,
perl,mbp,256KB,262144,frmt,10000000,1.1176,0.9811,0.9955,0.9372,0.9552,0,0,0,0
perl,mbp,256KB,262144,twin,10000000,1.1175,0.9811,0.9956,0.9372,0.9553,,,,
perl,mbp,512KB,524288,frmt,10000000,1.1184,0.9812,0.9954,0.9372,0.9552,0,0,0,0
perl,mbp,512KB,524288,twin,10000000,1.1183,0.9812,0.9951,0.9372,0.9548,,,,
perl,mbp,1MB,1048576,frmt,10000000,1.1182,0.9811,0.9962,0.9371,0.9559,0,0,0,0
perl,mbp,1MB,1048576,twin,10000000,1.1181,0.9811,0.9954,0.9372,0.9552,,,,
perl,ob,16KB,16384,frmt,10000000,1.1143,0.9782,0.9885,0.9343,0.9483,0,0,0,0
perl,ob,16KB,16384,twin,10000000,1.1142,0.9783,0.9884,0.9343,0.9481,,,,
perl,ob,32KB,32768,frmt,10000000,1.1168,0.9797,0.9904,0.9357,0.9502,0,0,0,0
perl,ob,32KB,32768,twin,10000000,1.1167,0.9797,0.9920,0.9357,0.9518,,,,
perl,ob,64KB,65536,frmt,10000000,1.1171,0.9806,0.9930,0.9367,0.9528,0,0,0,0
perl,ob,64KB,65536,twin,10000000,1.1170,0.9806,0.9948,0.9367,0.9545,,,,
perl,ob,128KB,131072,frmt,10000000,1.1177,0.9811,0.9933,0.9372,0.9531,0,0,0,0
perl,ob,128KB,131072,twin,10000000,1.1176,0.9811,0.9954,0.9372,0.9552,,,,
perl,ob,256KB,262144,frmt,10000000,1.1176,0.9811,0.9933,0.9372,0.9531,0,0,0,0
perl,ob,256KB,262144,twin,10000000,1.1175,0.9811,0.9956,0.9372,0.9553,,,,
perl,ob,512KB,524288,frmt,10000000,1.1184,0.9812,0.9930,0.9372,0.9528,0,0,0,0
perl,ob,512KB,524288,twin,10000000,1.1183,0.9812,0.9951,0.9372,0.9548,,,,
perl,ob,1MB,1048576,frmt,10000000,1.1182,0.9811,0.9936,0.9371,0.9534,0,0,0,0
perl,ob,1MB,1048576,twin,10000000,1.1181,0.9811,0.9954,0.9372,0.9552,,,,
perl,oht,16KB,16384,frmt,10000000,1.1143,0.9782,0.9889,0.9343,0.9487,0,0,0,0
perl,oht,16KB,16384,twin,10000000,1.1142,0.9783,0.9884,0.9343,0.9481,,,,
perl,oht,32KB,32768,frmt,10000000,1.1168,0.9797,0.9913,0.9357,0.9511,0,0,0,0
perl,oht,32KB,32768,twin,10000000,1.1167,0.9797,0.9920,0.9357,0.9518,,,,
perl,oht,64KB,65536,frmt,10000000,1.1171,0.9806,0.9942,0.9367,0.9539,0,0,0,0
perl,oht,64KB,65536,twin,10000000,1.1170,0.9806,0.9948,0.9367,0.9545,,,,
perl,oht,128KB,131072,frmt,10000000,1.1177,0.9811,0.9949,0.9372,0.9547,0,0,0,0
perl,oht,128KB,131072,twin,10000000,1.1176,0.9811,0.9954,0.9372,0.9552,,,,
perl,oht,256KB,262144,frmt,10000000,1.1176,0.9811,0.9952,0.9372,0.9550,0,0,0,0
perl,oht,256KB,262144,twin,10000000,1.1175,0.9811,0.9956,0.9372,0.9553,,,,
perl,oht,512KB,524288,frmt,10000000,1.1184,0.9812,0.9949,0.9372,0.9546,0,0,0,0
perl,oht,512KB,524288,twin,10000000,1.1183,0.9812,0.9951,0.9372,0.9548,,,,
perl,oht,1MB,1048576,frmt,10000000,1.1182,0.9811,0.9953,0.9371,0.9550,0,0,0,0
perl,oht,1MB,1048576,twin,10000000,1.1181,0.9811,0.9954,0.9372,0.9551,,,,
perl,tscl,16KB,16384,frmt,10000000,1.0802,0.9518,0.9694,0.9079,0.9291,878758,58296,83451,80844
perl,tscl,16KB,16384,twin,10000000,1.1017,0.9691,0.9791,0.9252,0.9389,555691,10801,83397,83524
perl,tscl,32KB,32768,frmt,10000000,1.0994,0.9647,0.9822,0.9208,0.9420,755330,36884,97228,94053
perl,tscl,32KB,32768,twin,10000000,1.1043,0.9706,0.9847,0.9267,0.9445,504441,11150,97347,97270
perl,tscl,64KB,65536,frmt,10000000,1.0954,0.9626,0.9872,0.9187,0.9469,740994,41160,121922,117863
perl,tscl,64KB,65536,twin,10000000,1.1046,0.9706,0.9896,0.9267,0.9494,480160,12493,122040,121981
perl,tscl,128KB,131072,frmt,10000000,1.1010,0.9685,0.9911,0.9246,0.9509,740184,26432,122176,117434
perl,tscl,128KB,131072,twin,10000000,1.1051,0.9707,0.9922,0.9268,0.9519,482151,13894,122295,122235
perl,tscl,256KB,262144,frmt,10000000,1.1041,0.9702,0.9931,0.9263,0.9528,716939,13108,125253,125260
perl,tscl,256KB,262144,twin,10000000,1.1052,0.9707,0.9933,0.9268,0.9531,457257,13352,125366,125311
